loan_amnt,int_rate,fico_score,annual_inc,dti,emp_length,home_ownership,purpose,term,grade,loan_status,issue_date,installment
23247,17.47,714,38236,23.68,1,OWN,credit_card,36 months,C,Charged Off,2022-01-12,834.27
12695,15.6,763,52177,21.52,6,RENT,credit_card,60 months,B,Fully Paid,2020-02-14,306.03
18448,18.5,600,41465,25.58,6,MORTGAGE,debt_consolidation,60 months,G,Fully Paid,2020-07-20,473.49
14091,18.61,766,63323,7.49,8,OWN,debt_consolidation,36 months,C,Fully Paid,2021-02-23,513.75
14553,9.86,770,33486,25.29,7,OWN,small_business,60 months,A,Fully Paid,2022-07-08,308.21
11980,11.25,665,42881,15.75,5,RENT,debt_consolidation,36 months,E,Fully Paid,2022-01-09,393.63
25758,10.35,705,48905,20.52,6,MORTGAGE,home_improvement,36 months,C,Fully Paid,2020-08-09,835.38
9136,9.31,687,68013,20.4,8,RENT,credit_card,36 months,E,Fully Paid,2022-10-16,291.84
9078,5.0,727,108466,18.67,4,MORTGAGE,home_improvement,36 months,C,Fully Paid,2021-11-19,272.08
31967,11.94,683,108832,6.29,1,OWN,small_business,36 months,F,Fully Paid,2020-04-05,1060.85
22822,6.86,807,70702,22.64,9,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-07-16,703.22
1000,11.86,614,80916,17.81,10,MORTGAGE,major_purchase,36 months,G,Fully Paid,2020-09-29,33.15
10477,20.46,744,74481,3.22,4,OWN,home_improvement,36 months,C,Fully Paid,2022-10-18,391.82
1000,9.96,778,48038,11.13,10,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-02-13,32.25
7394,12.78,815,112466,5.3,3,RENT,credit_card,60 months,A,Fully Paid,2021-02-06,167.4
1000,15.63,789,31566,3.59,1,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-10-26,34.97
13904,13.12,762,20000,21.83,6,RENT,credit_card,60 months,B,Fully Paid,2022-04-28,317.21
5864,13.17,692,28881,3.17,9,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2021-06-13,133.93
15479,10.55,717,159880,4.43,6,RENT,small_business,36 months,D,Fully Paid,2021-10-03,503.47
1999,11.07,714,48688,30.83,0,RENT,credit_card,36 months,E,Fully Paid,2022-06-30,65.51
15663,8.16,675,72539,11.42,0,RENT,debt_consolidation,60 months,F,Fully Paid,2020-12-22,318.79
11680,15.38,748,49426,20.26,7,MORTGAGE,debt_consolidation,60 months,D,Charged Off,2020-09-13,280.2
27015,5.03,742,88713,24.0,8,OTHER,credit_card,36 months,D,Fully Paid,2021-02-19,810.03
26290,15.88,657,62912,21.19,3,RENT,credit_card,60 months,E,Fully Paid,2020-07-25,637.65
21282,6.39,799,57067,16.2,5,OWN,debt_consolidation,36 months,A,Fully Paid,2020-02-03,651.21
12387,15.85,797,92009,14.7,10,RENT,debt_consolidation,36 months,A,Fully Paid,2021-12-24,434.57
30883,10.58,712,43218,19.3,5,OWN,home_improvement,36 months,D,Fully Paid,2020-10-28,1004.94
2575,7.07,773,77687,13.2,1,OWN,debt_consolidation,60 months,B,Fully Paid,2022-06-13,51.07
3771,14.32,761,52981,20.56,9,RENT,small_business,36 months,C,Fully Paid,2022-02-05,129.47
14329,15.72,705,55536,12.93,5,MORTGAGE,home_improvement,36 months,C,Fully Paid,2020-08-23,501.79
33032,10.25,665,33758,13.84,3,MORTGAGE,small_business,36 months,F,Fully Paid,2022-11-11,1069.73
13381,14.88,691,51473,30.05,1,MORTGAGE,other,36 months,E,Fully Paid,2020-04-07,463.07
13534,5.0,722,40991,11.16,5,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2021-01-17,405.63
3464,6.72,728,132051,15.15,8,RENT,credit_card,36 months,C,Fully Paid,2020-05-01,106.52
22567,17.17,722,20000,18.44,7,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2021-11-19,562.91
22625,11.11,759,111578,18.96,5,RENT,debt_consolidation,36 months,B,Fully Paid,2020-10-03,741.89
21312,5.0,685,20000,17.34,7,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-11-13,638.74
9966,9.2,736,87207,5.0,4,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-09-16,207.85
9346,8.31,755,33309,16.3,7,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2022-04-08,294.21
4655,11.34,707,89003,16.94,1,MORTGAGE,small_business,36 months,C,Fully Paid,2022-01-06,153.15
15670,10.52,727,54997,24.12,2,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2022-04-14,509.46
6356,12.72,700,21968,20.91,9,OWN,home_improvement,60 months,D,Charged Off,2021-12-05,143.71
5580,11.72,795,154977,24.65,3,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-12-19,184.59
11610,17.44,718,103120,6.97,2,RENT,debt_consolidation,36 months,D,Fully Paid,2022-12-06,416.47
11086,13.7,655,85154,7.03,1,RENT,other,36 months,E,Fully Paid,2022-06-12,377.28
10696,13.83,782,38243,17.62,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-05-12,364.68
18731,16.66,805,105636,24.06,1,OWN,home_improvement,60 months,A,Fully Paid,2021-04-08,462.1
15632,10.44,773,24385,13.4,5,RENT,credit_card,60 months,A,Fully Paid,2020-08-20,335.53
12694,6.95,787,20000,9.08,9,MORTGAGE,debt_consolidation,60 months,A,Fully Paid,2020-01-30,251.06
16464,16.83,818,20057,2.19,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-08-13,585.59
7067,12.54,703,31401,17.9,0,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-09-13,236.55
15842,12.56,728,35299,14.1,3,MORTGAGE,other,60 months,D,Fully Paid,2020-11-25,356.9
16204,9.47,634,44161,11.53,2,RENT,other,36 months,F,Fully Paid,2022-05-31,518.83
2975,9.53,758,45555,22.24,1,OWN,credit_card,36 months,B,Fully Paid,2022-03-01,95.34
22965,15.39,687,37991,14.31,1,RENT,credit_card,36 months,D,Fully Paid,2022-10-26,800.48
7948,15.94,754,20000,15.01,9,MORTGAGE,debt_consolidation,36 months,C,Charged Off,2021-01-07,279.19
15722,15.14,714,68492,22.2,3,RENT,home_improvement,36 months,C,Fully Paid,2022-04-25,546.09
24315,15.17,774,49748,32.53,4,OWN,small_business,36 months,C,Fully Paid,2020-04-21,844.91
22405,14.28,738,36774,11.44,5,RENT,home_improvement,36 months,C,Fully Paid,2021-12-27,768.8
15274,12.53,764,159311,7.99,7,RENT,credit_card,36 months,B,Charged Off,2021-06-26,511.19
12100,11.3,730,50538,7.09,8,OWN,credit_card,60 months,C,Fully Paid,2021-10-06,264.9
22580,16.84,756,62378,18.81,10,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-09-30,559.23
20397,10.51,799,104515,6.28,2,OWN,other,36 months,A,Fully Paid,2020-10-03,663.05
10053,13.48,691,21101,12.01,3,MORTGAGE,other,36 months,D,Fully Paid,2022-03-23,341.05
8640,8.78,759,58933,12.72,3,RENT,other,36 months,C,Fully Paid,2020-03-10,273.87
1000,9.36,786,104274,27.45,4,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-05-18,31.97
16232,11.06,744,56166,24.54,8,RENT,credit_card,36 months,C,Charged Off,2021-09-14,531.88
14338,8.78,816,24044,2.71,2,RENT,credit_card,36 months,A,Charged Off,2020-04-12,454.48
24089,15.19,603,42713,27.68,8,RENT,debt_consolidation,60 months,G,Fully Paid,2022-08-04,575.48
17872,6.61,747,68342,5.27,2,OWN,small_business,60 months,B,Fully Paid,2021-01-22,350.61
25673,12.4,659,20000,16.28,7,RENT,home_improvement,36 months,F,Charged Off,2022-10-11,857.62
9421,12.53,797,23228,8.32,8,RENT,home_improvement,60 months,A,Fully Paid,2021-11-14,212.1
24105,5.0,711,200000,11.89,9,OWN,debt_consolidation,36 months,D,Fully Paid,2022-09-27,722.45
10768,10.24,749,84053,7.16,5,MORTGAGE,other,36 months,B,Fully Paid,2020-05-07,348.67
21220,13.02,651,169131,28.4,3,MORTGAGE,home_improvement,36 months,F,Fully Paid,2021-06-29,715.19
3329,13.71,747,109800,13.88,8,OWN,other,36 months,B,Fully Paid,2022-04-14,113.31
16881,11.18,821,78888,16.8,3,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2020-12-31,554.1
1000,14.71,799,48225,6.42,1,MORTGAGE,credit_card,36 months,A,Charged Off,2020-02-27,34.52
12862,11.56,708,78186,3.68,8,MORTGAGE,home_improvement,60 months,E,Fully Paid,2021-03-20,283.26
18522,12.05,803,165210,11.45,4,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-04-23,615.64
10832,13.01,664,106710,19.17,6,MORTGAGE,debt_consolidation,36 months,E,Charged Off,2022-10-10,365.03
6596,15.71,785,67290,14.03,9,MORTGAGE,home_improvement,36 months,B,Fully Paid,2021-06-08,230.95
21768,9.3,747,53069,22.8,1,RENT,home_improvement,36 months,B,Fully Paid,2020-10-11,695.26
14172,10.05,614,84865,15.99,6,RENT,other,60 months,G,Fully Paid,2020-06-27,301.46
11083,9.32,706,41256,15.05,6,RENT,home_improvement,60 months,D,Fully Paid,2020-06-22,231.79
15335,10.67,754,84874,19.28,9,RENT,debt_consolidation,60 months,A,Fully Paid,2022-10-09,330.9
36093,17.7,799,36733,15.8,3,MORTGAGE,other,60 months,B,Fully Paid,2021-02-10,910.64
24228,14.29,750,46735,22.55,4,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-06-18,831.47
24300,7.48,651,29161,19.44,5,MORTGAGE,home_improvement,36 months,E,Fully Paid,2020-04-17,755.66
18484,9.6,716,44009,22.29,2,OWN,credit_card,60 months,D,Fully Paid,2021-05-21,389.1
16331,13.49,687,37100,20.73,5,MORTGAGE,debt_consolidation,60 months,D,Charged Off,2022-04-02,375.69
1000,8.37,776,195700,25.88,4,RENT,other,36 months,B,Fully Paid,2021-07-25,31.51
9568,9.1,691,32011,21.63,2,RENT,credit_card,36 months,D,Fully Paid,2020-06-01,304.71
11155,17.38,771,78384,28.98,8,RENT,debt_consolidation,36 months,B,Fully Paid,2020-02-15,399.82
1000,9.55,748,30858,10.67,4,OWN,debt_consolidation,36 months,C,Fully Paid,2022-10-05,32.06
5740,15.82,745,61872,21.68,3,MORTGAGE,home_improvement,36 months,C,Fully Paid,2021-06-16,201.29
1000,17.02,703,73345,3.95,1,MORTGAGE,credit_card,60 months,D,Fully Paid,2020-03-27,24.86
14693,9.07,756,20000,22.58,1,RENT,debt_consolidation,36 months,B,Fully Paid,2020-11-19,467.71
21550,8.44,794,22507,15.45,10,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-01-16,679.68
23854,10.9,670,30691,22.49,10,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2020-07-05,517.45
18318,7.65,779,24046,28.44,9,MORTGAGE,credit_card,60 months,B,Fully Paid,2020-02-09,368.36
7292,12.48,785,63504,21.41,5,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-09-15,163.98
1000,11.18,679,70955,11.7,8,MORTGAGE,debt_consolidation,60 months,E,Fully Paid,2022-12-06,21.83
1000,13.44,760,28448,6.3,8,OWN,major_purchase,36 months,C,Fully Paid,2020-04-24,33.91
4848,17.59,799,65312,19.29,3,OWN,debt_consolidation,60 months,B,Fully Paid,2020-10-13,122.03
7889,15.27,712,44495,12.71,6,RENT,debt_consolidation,36 months,C,Fully Paid,2020-07-18,274.52
13722,13.96,658,55846,20.31,10,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2022-09-21,468.72
6886,5.0,641,38565,10.95,3,RENT,major_purchase,36 months,G,Fully Paid,2021-06-06,206.38
17711,13.77,774,84234,7.56,7,OWN,debt_consolidation,36 months,C,Fully Paid,2022-12-23,603.34
13141,18.89,747,188047,13.07,7,OWN,home_improvement,36 months,B,Fully Paid,2021-01-18,480.97
15084,5.0,652,102953,19.01,5,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2021-02-12,452.08
24122,14.76,664,158795,15.98,5,OWN,debt_consolidation,36 months,E,Fully Paid,2021-11-01,833.36
5558,11.36,670,22427,8.5,5,MORTGAGE,credit_card,36 months,E,Fully Paid,2021-04-22,182.91
18349,8.6,803,37309,29.4,5,MORTGAGE,home_improvement,36 months,A,Fully Paid,2022-08-03,580.08
14888,15.2,785,88935,13.89,1,MORTGAGE,home_improvement,36 months,B,Fully Paid,2021-10-19,517.56
12332,18.84,766,172095,0.0,8,MORTGAGE,credit_card,36 months,B,Fully Paid,2020-02-03,451.05
22082,15.1,804,94401,22.46,7,OWN,home_improvement,60 months,B,Fully Paid,2021-12-25,526.49
22032,10.52,769,29191,14.91,10,RENT,debt_consolidation,36 months,B,Fully Paid,2022-10-19,716.3
7428,8.23,786,44167,13.64,2,MORTGAGE,credit_card,36 months,A,Fully Paid,2022-11-21,233.56
13542,12.58,660,75612,13.48,1,RENT,debt_consolidation,36 months,E,Fully Paid,2021-01-05,453.55
17249,15.49,671,53355,13.52,3,MORTGAGE,other,36 months,E,Fully Paid,2021-08-05,602.09
12815,10.45,653,34230,28.35,5,RENT,credit_card,36 months,F,Charged Off,2021-02-09,416.22
19680,10.84,797,48865,18.72,2,RENT,credit_card,36 months,A,Fully Paid,2020-08-13,642.81
17249,23.29,732,59272,17.08,5,OWN,credit_card,60 months,C,Fully Paid,2021-01-03,489.14
29660,16.31,793,28016,12.9,6,MORTGAGE,major_purchase,36 months,A,Fully Paid,2021-06-27,1047.3
2757,16.6,724,119271,28.83,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-06-01,97.75
14020,6.16,804,44014,21.74,8,MORTGAGE,small_business,60 months,A,Fully Paid,2020-03-28,272.09
7731,9.17,809,56908,22.91,9,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2021-09-23,161.12
19832,12.3,763,123566,17.23,3,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-06-08,661.55
2062,8.0,777,54857,23.0,8,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-06-09,64.62
17770,18.4,760,118925,18.15,4,OWN,debt_consolidation,36 months,B,Fully Paid,2021-04-02,646.0
9959,17.64,834,29131,12.03,7,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2022-05-08,358.25
9126,9.87,788,81070,17.96,7,RENT,debt_consolidation,36 months,A,Fully Paid,2021-11-09,293.91
3428,19.14,701,107745,31.78,3,MORTGAGE,home_improvement,36 months,D,Fully Paid,2021-05-18,125.9
11279,11.98,618,33493,16.63,8,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2021-11-09,250.78
23676,22.36,642,52846,25.16,1,RENT,credit_card,36 months,E,Charged Off,2021-09-12,908.61
14798,12.58,735,53617,24.53,10,OWN,other,36 months,C,Charged Off,2020-08-08,495.61
20021,14.3,788,69337,19.5,3,RENT,credit_card,36 months,A,Fully Paid,2020-09-24,687.19
28317,17.6,750,83479,28.25,2,RENT,debt_consolidation,36 months,C,Fully Paid,2020-04-13,1018.05
17110,17.11,810,31639,0.0,1,RENT,credit_card,36 months,A,Fully Paid,2020-10-13,610.96
10529,14.04,743,57409,0.31,8,OWN,major_purchase,36 months,C,Fully Paid,2021-11-30,360.06
18738,11.44,689,182393,28.82,6,MORTGAGE,other,36 months,E,Fully Paid,2021-05-12,617.37
10645,14.06,782,125205,9.82,10,RENT,home_improvement,36 months,B,Fully Paid,2020-12-16,364.13
10964,8.74,658,104369,15.89,6,MORTGAGE,debt_consolidation,60 months,F,Fully Paid,2022-04-30,226.21
2840,12.61,758,52315,29.0,3,RENT,debt_consolidation,36 months,B,Fully Paid,2021-01-03,95.16
22410,7.56,753,200000,16.6,8,RENT,home_improvement,36 months,B,Fully Paid,2020-09-10,697.71
11911,5.0,734,123114,28.52,3,OWN,home_improvement,36 months,C,Fully Paid,2021-08-30,356.98
16456,12.2,672,61463,11.89,3,MORTGAGE,debt_consolidation,36 months,E,Fully Paid,2020-01-13,548.15
6712,17.05,773,69862,19.93,0,OWN,debt_consolidation,60 months,B,Fully Paid,2021-06-30,166.99
18487,15.7,790,43425,15.47,3,RENT,credit_card,36 months,B,Fully Paid,2022-06-23,647.21
8904,11.67,733,78854,26.93,3,MORTGAGE,credit_card,60 months,C,Fully Paid,2020-05-20,196.58
13866,18.99,713,90685,12.91,3,RENT,debt_consolidation,36 months,D,Fully Paid,2020-02-04,508.2
22022,9.72,839,97912,7.29,4,MORTGAGE,credit_card,36 months,A,Fully Paid,2020-03-12,707.7
21326,5.0,776,52760,11.26,6,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-01-29,639.16
14823,5.0,810,21341,11.61,2,RENT,major_purchase,36 months,A,Fully Paid,2021-12-06,444.26
1000,7.28,743,70916,9.82,6,MORTGAGE,credit_card,60 months,D,Fully Paid,2022-03-26,19.93
38942,15.27,735,98199,9.49,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-05-22,1355.09
28966,9.46,692,30182,23.97,9,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-10-22,607.77
20781,13.84,692,56185,26.26,0,RENT,major_purchase,36 months,D,Charged Off,2020-01-23,708.63
8974,18.59,762,153127,18.14,9,RENT,major_purchase,36 months,B,Fully Paid,2022-11-04,327.09
14091,7.6,762,25785,9.82,5,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-05-07,438.97
10652,13.91,749,49088,10.33,7,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-12-25,363.59
25110,14.16,841,169565,0.0,3,MORTGAGE,home_improvement,36 months,A,Fully Paid,2021-10-24,860.15
17100,8.56,634,66862,18.04,2,RENT,debt_consolidation,36 months,F,Charged Off,2020-03-26,540.28
8726,17.42,732,41431,9.54,9,RENT,credit_card,60 months,D,Charged Off,2022-04-17,218.84
11233,10.85,727,59580,26.77,4,OWN,credit_card,36 months,D,Fully Paid,2022-10-07,366.96
23969,10.46,714,106739,3.98,5,RENT,credit_card,36 months,D,Fully Paid,2022-11-01,778.6
27800,20.45,745,51924,10.26,10,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2021-12-09,743.51
27226,14.09,784,90972,14.24,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-08-26,931.71
21056,15.7,740,70579,18.72,1,RENT,credit_card,36 months,C,Fully Paid,2022-04-20,737.15
12979,17.42,701,74753,29.42,6,MORTGAGE,credit_card,36 months,D,Fully Paid,2021-08-15,465.45
1000,9.4,792,95137,4.04,6,OWN,debt_consolidation,36 months,B,Fully Paid,2021-06-24,31.99
17377,17.0,737,48709,12.58,8,RENT,debt_consolidation,36 months,C,Fully Paid,2020-12-28,619.54
14985,9.99,712,30910,3.57,10,MORTGAGE,major_purchase,36 months,D,Fully Paid,2022-01-15,483.45
16119,9.82,749,83456,21.32,3,RENT,debt_consolidation,36 months,B,Fully Paid,2020-01-10,518.75
15431,10.91,678,54574,9.82,7,OWN,debt_consolidation,36 months,E,Fully Paid,2020-08-19,504.53
4389,9.51,741,43753,14.17,4,RENT,home_improvement,60 months,B,Fully Paid,2021-12-07,92.2
19459,15.29,682,86549,13.62,8,RENT,credit_card,36 months,E,Fully Paid,2022-10-14,677.32
20057,13.07,771,146406,15.93,2,RENT,debt_consolidation,36 months,A,Fully Paid,2022-08-02,676.48
20458,10.04,705,53733,13.75,5,RENT,debt_consolidation,36 months,C,Fully Paid,2020-12-19,660.51
22572,14.7,710,60229,7.23,1,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-05-25,779.15
19832,10.9,779,26180,15.68,6,MORTGAGE,debt_consolidation,60 months,B,Charged Off,2021-10-15,430.21
11719,10.69,630,51231,8.64,2,MORTGAGE,debt_consolidation,60 months,F,Charged Off,2022-03-09,252.99
14433,12.19,767,69905,21.52,10,OWN,other,60 months,B,Fully Paid,2021-09-17,322.44
15728,13.85,727,59023,15.46,6,RENT,debt_consolidation,36 months,C,Fully Paid,2022-08-02,536.4
15861,13.56,748,46466,6.68,5,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-06-08,538.71
22985,10.55,614,99517,34.26,10,RENT,debt_consolidation,36 months,F,Charged Off,2021-10-20,747.61
20149,15.39,738,62355,28.27,5,MORTGAGE,other,36 months,C,Charged Off,2021-09-01,702.33
31618,11.11,791,200000,34.55,7,OWN,other,60 months,A,Fully Paid,2022-08-20,689.19
32651,9.38,754,69244,12.26,0,OWN,debt_consolidation,36 months,C,Fully Paid,2022-01-20,1044.08
15637,6.13,692,20000,8.32,7,MORTGAGE,small_business,36 months,E,Fully Paid,2021-05-09,476.63
1000,15.93,667,27490,21.45,1,OWN,debt_consolidation,36 months,D,Fully Paid,2020-03-17,35.12
24894,12.05,823,86897,23.86,8,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-06-30,827.43
10676,12.84,760,38165,16.57,9,OWN,credit_card,36 months,C,Fully Paid,2022-10-22,358.89
8588,16.18,809,39860,0.0,3,OWN,debt_consolidation,36 months,A,Fully Paid,2021-04-21,302.69
11812,10.09,772,25148,7.15,9,RENT,debt_consolidation,60 months,A,Fully Paid,2020-10-19,251.49
11426,6.5,660,42885,18.38,5,MORTGAGE,home_improvement,60 months,F,Fully Paid,2020-06-20,223.56
19898,12.28,723,68579,9.72,6,RENT,credit_card,60 months,D,Fully Paid,2022-01-05,445.44
2524,13.23,793,78439,4.08,4,RENT,other,60 months,A,Fully Paid,2021-08-29,57.73
6378,10.95,788,29321,12.94,5,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2020-02-26,138.51
17745,17.89,743,105217,0.0,9,RENT,debt_consolidation,60 months,D,Charged Off,2021-01-18,449.55
19983,5.0,642,26004,10.17,9,RENT,debt_consolidation,60 months,F,Fully Paid,2022-11-15,377.1
20132,16.48,782,81354,11.59,4,MORTGAGE,debt_consolidation,36 months,A,Fully Paid,2021-05-19,712.56
8703,15.16,795,75806,17.48,5,RENT,debt_consolidation,36 months,A,Fully Paid,2022-04-15,302.37
7173,13.83,810,31130,19.38,1,OWN,home_improvement,36 months,A,Fully Paid,2020-10-26,244.56
10946,5.0,739,28643,18.02,3,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2022-08-10,328.06
16918,17.14,720,78245,22.18,5,OWN,debt_consolidation,36 months,C,Fully Paid,2021-02-14,604.35
26883,7.89,793,40460,13.66,2,OWN,other,36 months,B,Fully Paid,2022-05-09,841.05
1000,9.97,736,52399,3.36,6,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2021-09-24,32.25
13234,11.32,782,96870,15.35,7,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-02-14,435.27
4338,13.63,782,83733,8.0,6,RENT,credit_card,36 months,B,Fully Paid,2021-05-25,147.48
1782,14.56,796,31534,4.14,4,RENT,other,36 months,A,Fully Paid,2022-06-18,61.39
22735,15.57,812,57670,19.63,8,MORTGAGE,major_purchase,60 months,A,Fully Paid,2020-08-24,547.69
19356,15.26,804,31122,3.7,3,MORTGAGE,debt_consolidation,60 months,B,Fully Paid,2022-11-22,463.12
18595,13.01,758,110079,20.44,5,RENT,debt_consolidation,36 months,C,Fully Paid,2020-09-07,626.63
22368,13.66,737,175529,4.66,3,RENT,debt_consolidation,36 months,B,Charged Off,2021-02-18,760.8
11162,7.64,706,33137,12.68,6,RENT,debt_consolidation,36 months,D,Fully Paid,2022-06-10,347.93
11538,9.0,726,58582,10.49,4,RENT,debt_consolidation,36 months,C,Fully Paid,2020-06-03,366.91
32485,15.58,734,113802,24.1,2,MORTGAGE,debt_consolidation,60 months,D,Fully Paid,2021-05-15,782.74
13027,15.35,769,60897,19.75,3,MORTGAGE,credit_card,36 months,B,Fully Paid,2021-12-26,453.82
20881,14.9,677,88703,8.41,3,RENT,other,60 months,E,Charged Off,2022-07-12,495.66
15051,9.94,650,62076,13.74,9,RENT,major_purchase,36 months,E,Fully Paid,2022-04-13,485.23
1000,15.64,801,28573,25.64,5,RENT,debt_consolidation,36 months,C,Charged Off,2021-01-21,34.98
1000,7.36,712,65071,26.94,7,MORTGAGE,home_improvement,60 months,D,Fully Paid,2022-08-07,19.97
10368,16.31,796,131807,4.05,9,RENT,other,36 months,A,Fully Paid,2022-04-20,366.1
23448,10.96,679,74608,25.53,2,MORTGAGE,major_purchase,36 months,D,Fully Paid,2022-01-05,767.21
21306,18.74,743,186571,24.92,9,MORTGAGE,debt_consolidation,60 months,C,Fully Paid,2020-06-06,549.65
22312,5.91,768,20000,16.43,5,RENT,debt_consolidation,36 months,B,Fully Paid,2022-02-09,677.86
7103,19.05,772,78067,14.27,9,MORTGAGE,home_improvement,60 months,B,Fully Paid,2022-08-02,184.45
27926,10.55,622,38040,10.6,2,MORTGAGE,home_improvement,36 months,F,Fully Paid,2022-09-01,908.32
7280,10.48,736,32437,4.97,3,OWN,debt_consolidation,60 months,B,Fully Paid,2022-05-27,156.4
16702,12.78,773,152373,17.71,2,MORTGAGE,debt_consolidation,60 months,C,Charged Off,2020-11-03,378.14
14917,9.21,656,50085,13.64,7,MORTGAGE,credit_card,60 months,E,Fully Paid,2020-01-15,311.17
13609,11.71,780,46813,18.48,1,MORTGAGE,small_business,36 months,B,Fully Paid,2021-04-07,450.13
25708,9.05,764,76153,18.67,8,RENT,debt_consolidation,36 months,B,Fully Paid,2022-03-25,818.11
9359,9.2,759,20000,35.14,3,OWN,other,60 months,C,Fully Paid,2021-08-18,195.19
4203,13.95,773,154570,24.57,3,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2020-04-17,143.55
15159,8.39,621,200000,19.38,3,MORTGAGE,debt_consolidation,36 months,G,Fully Paid,2022-09-02,477.76
11801,8.93,712,113615,0.0,7,MORTGAGE,debt_consolidation,36 months,D,Fully Paid,2020-03-18,374.88
40000,6.51,724,79888,18.14,9,RENT,debt_consolidation,60 months,C,Fully Paid,2022-03-22,782.83
20412,9.98,716,51451,27.66,9,MORTGAGE,debt_consolidation,36 months,C,Fully Paid,2020-12-11,658.45
11725,17.25,735,28207,11.58,1,OWN,credit_card,60 months,C,Fully Paid,2022-06-06,292.97
6551,8.62,739,138115,32.53,3,RENT,other,36 months,B,Fully Paid,2020-10-28,207.16
1000,9.07,727,113713,19.35,7,MORTGAGE,debt_consolidation,36 months,B,Fully Paid,2021-06-14,31.83
6798,12.78,772,82049,17.36,6,RENT,credit_card,36 months,B,Charged Off,2022-11-04,228.33
15919,10.52,794,75624,7.07,4,RENT,debt_consolidation,60 months,A,Fully Paid,2022-09-15,342.32
26418,20.91,699,73896,27.03,9,RENT,other,60 months,E,Fully Paid,2020-08-29,713.36
23973,11.35,666,41433,8.35,1,OWN,debt_consolidation,36 months,F,Charged Off,2020-02-05,788.82
16832,13.34,780,200000,10.49,6,MORTGAGE,debt_consolidation,36 months,B,Charged Off,2020-02-03,569.9
12414,15.78,630,49023,0.0,3,MORTGAGE,debt_consolidation,36 months,G,Charged Off,2021-12-28,435.09
17150,15.7,724,44413,22.17,5,OWN,other,36 months,C,Fully Paid,2021-10-15,600.41
10850,12.93,779,131192,19.7,4,MORTGAGE,credit_card,36 months,B,Fully Paid,2020-03-05,365.21
28746,11.36,727,58662,15.08,10,RENT,credit_card,36 months,C,Fully Paid,2020-04-17,946.02
13486,20.1,811,59083,20.92,5,RENT,debt_consolidation,60 months,A,Fully Paid,2021-01-17,358.05
14309,11.6,850,161167,20.17,10,RENT,debt_consolidation,36 months,A,Fully Paid,2021-08-27,472.53
1000,10.23,721,96281,12.08,3,RENT,home_improvement,36 months,B,Fully Paid,2020-08-10,32.38
13436,9.42,664,99767,8.72,8,MORTGAGE,credit_card,36 months,F,Fully Paid,2021-02-04,429.89
21691,5.09,651,22194,1.28,7,MORTGAGE,debt_consolidation,36 months,F,Fully Paid,2020-03-01,650.98
